tag,tk,entry_metric,curr_metric,curr_rs,tp1_price,days_held,entry_rs,sl,mcap,sources,tp,last_px,initial_sl,px,fx_exit,partial_tp_hit,sector,date,close_date,status,fx_entry,period
🅱️ RS 核心,GME,RS: 100,RS: 99,100,,19,100,28.12,8612628480,['S&P400_中型'],,30.1,28.12,56.25,,False,Consumer Cyclical,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 100,RS: 100,100,,19,100,1892.5,0,['TOPIX_Small500_小型'],,3420.0,1892.5,3785.0,106.503,False,N/A,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,7944.T,RS: 99,RS: 99,99,,19,99,1558.38,100615626752,['TOPIX_Small500_小型'],,2828.31,1558.38,3116.75,106.503,False,Consumer Cyclical,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,19,99,10.37,4382565376,['S&P600_小型'],,38.5,10.37,20.74,,False,Financial Services,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,19,99,26.23,666299200,['S&P600_小型'],,59.79,26.23,52.46,,False,Real Estate,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,19,99,974.51,91971051520,['TOPIX_Small500_小型'],,1882.13,974.51,1949.02,106.503,False,Basic Materials,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,19,99,9.32,7917466624,['S&P400_中型'],,21.81,9.32,18.63,,False,Consumer Defensive,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 99,RS: 99,99,,19,99,1669.29,0,['TOPIX_Small500_小型'],,2962.4,1669.29,3338.57,106.503,False,N/A,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,MSTR,RS: 99,RS: 99,99,,19,99,31.73,55102963712,['NDX100_科技'],,78.24,31.73,63.46,,False,Technology,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 99,99,,19,99,78.74,58500034560,['S&P500_大盤'],,157.4,78.74,157.48,,False,Healthcare,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6630.T,RS: 99,RS: 99,99,,19,99,856.57,43521757184,['TOPIX_Small500_小型'],,1633.99,856.57,1713.15,106.503,False,Consumer Defensive,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 99,99,,19,99,12.54,3128032000,['S&P600_小型'],,28.46,12.54,25.08,,False,Financial Services,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,19,99,6809.19,3019657183232,['NK225'],,12760.69,6809.19,13618.39,106.503,False,Technology,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,TSLA,RS: 99,RS: 98,99,,19,99,139.97,1480036057088,"['S&P500_大盤', 'NDX100_科技']",,239.48,139.97,279.94,,False,Consumer Cyclical,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6996.T,RS: 99,RS: 94,99,,19,99,627.35,167695122432,['TOPIX_Small500_小型'],,954.35,627.35,1254.71,106.503,False,Technology,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,UPWK,RS: 99,RS: 99,99,,19,99,22.56,1144739328,['S&P600_小型'],,55.56,22.56,45.11,,False,Communication Services,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,5631.T,RS: 99,RS: 99,99,,19,99,1404.65,536475336704,"['NK225', 'TOPIX_Mid400_中型']",,2569.94,1404.65,2809.3,106.503,False,Industrials,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,ENPH,RS: 99,RS: 98,99,,19,99,93.17,4693777920,['S&P600_小型'],,186.45,93.17,186.34,,False,Technology,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,PTON,RS: 99,RS: 98,99,,19,99,73.39,2363324672,['S&P600_小型'],,123.81,73.39,146.79,,False,Consumer Cyclical,2021-02-01,2021-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6594.T,RS: 99,RS: 98,99,,19,99,3400.54,2831385362432,['NK225'],,6681.29,3400.54,6801.07,106.503,False,Industrials,2021-02-01,2021-03-01,✅ RS 換倉平倉,104.686,IS
🅱️ RS 核心,9519.T,RS: 100,RS: 100,100,,21,100,1980.0,0,['TOPIX_Small500_小型'],,3785.0,1980.0,3960.0,104.686,False,N/A,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,5.22,4382565376,['S&P600_小型'],,20.74,5.22,10.44,,False,Financial Services,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 99,RS: 99,99,,21,99,1657.53,0,['TOPIX_Small500_小型'],,3338.57,1657.53,3315.06,104.686,False,N/A,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 99,99,,21,99,14.52,3128032000,['S&P600_小型'],,25.08,14.52,29.05,,False,Financial Services,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,21,99,8.39,7917466624,['S&P400_中型'],,18.63,8.39,16.77,,False,Consumer Defensive,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,1022.16,91971051520,['TOPIX_Small500_小型'],,1949.02,1022.16,2044.32,104.686,False,Basic Materials,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,21,99,14.39,666299200,['S&P600_小型'],,52.46,14.39,28.78,,False,Real Estate,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7944.T,RS: 99,RS: 99,99,,21,99,1261.92,100615626752,['TOPIX_Small500_小型'],,3116.75,1261.92,2523.85,104.686,False,Consumer Cyclical,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,GME,RS: 99,RS: 100,99,,21,99,2.36,8612628480,['S&P400_中型'],,56.25,2.36,4.71,,False,Consumer Cyclical,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TSLA,RS: 99,RS: 99,99,,21,99,117.61,1480036057088,"['S&P500_大盤', 'NDX100_科技']",,279.94,117.61,235.22,,False,Consumer Cyclical,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6630.T,RS: 99,RS: 99,99,,21,99,880.6,43521757184,['TOPIX_Small500_小型'],,1713.15,880.6,1761.2,104.686,False,Consumer Defensive,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,ENPH,RS: 99,RS: 99,99,,21,99,87.74,4693777920,['S&P600_小型'],,186.34,87.74,175.47,,False,Technology,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9697.T,RS: 99,RS: 98,99,,21,99,782.25,1751040786432,['TOPIX_Mid400_中型'],,1562.17,782.25,1564.5,104.686,False,Communication Services,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,PTON,RS: 99,RS: 99,99,,21,99,75.86,2363324672,['S&P600_小型'],,146.79,75.86,151.72,,False,Consumer Cyclical,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,5631.T,RS: 99,RS: 99,99,,21,99,1404.65,536475336704,"['NK225', 'TOPIX_Mid400_中型']",,2809.3,1404.65,2809.3,104.686,False,Industrials,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,RUN,RS: 99,RS: 97,99,,21,99,34.69,2137401600,['S&P600_小型'],,69.88,34.69,69.38,,False,Technology,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6594.T,RS: 99,RS: 99,99,,21,99,3109.47,2831385362432,['NK225'],,6801.07,3109.47,6218.94,104.686,False,Industrials,2021-01-01,2021-02-01,✅ RS 換倉平倉,103.226,IS
🅱️ RS 核心,MP,RS: 99,RS: 98,99,,21,99,16.08,9678040064,['S&P400_中型'],,30.93,16.08,32.17,,False,Basic Materials,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TRUP,RS: 99,RS: 97,99,,21,99,59.85,1239257600,['S&P600_小型'],,113.22,59.85,119.71,,False,Financial Services,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MSTR,RS: 99,RS: 99,99,,21,99,19.43,55102963712,['NDX100_科技'],,63.46,19.43,38.85,,False,Technology,2021-01-01,2021-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,3.1,4382565376,['S&P600_小型'],,10.44,3.1,6.19,,False,Financial Services,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 99,RS: 99,99,,21,99,1972.58,0,['TOPIX_Small500_小型'],,3315.06,1972.58,3945.16,103.226,False,N/A,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,21,99,5.79,7917466624,['S&P400_中型'],,16.77,5.79,11.58,,False,Consumer Defensive,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TSLA,RS: 99,RS: 99,99,,21,99,97.46,1480036057088,"['S&P500_大盤', 'NDX100_科技']",,235.22,97.46,194.92,,False,Consumer Cyclical,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6630.T,RS: 99,RS: 99,99,,21,99,1057.76,43521757184,['TOPIX_Small500_小型'],,1761.2,1057.76,2115.52,103.226,False,Consumer Defensive,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,21,99,12.3,666299200,['S&P600_小型'],,28.78,12.3,24.59,,False,Real Estate,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,974.97,91971051520,['TOPIX_Small500_小型'],,2044.32,974.97,1949.94,103.226,False,Basic Materials,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 98,99,,21,99,70.5,58500034560,['S&P500_大盤'],,104.47,70.5,141.01,,False,Healthcare,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 100,99,,21,99,1325.0,0,['TOPIX_Small500_小型'],,3960.0,1325.0,2650.0,103.226,False,N/A,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,RUN,RS: 99,RS: 99,99,,21,99,31.25,2137401600,['S&P600_小型'],,69.38,31.25,62.49,,False,Technology,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 99,99,,21,99,795.81,538776174592,['TOPIX_Mid400_中型'],,1766.12,795.81,1591.63,103.226,False,Communication Services,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,ENPH,RS: 99,RS: 99,99,,21,99,64.43,4693777920,['S&P600_小型'],,175.47,64.43,128.85,,False,Technology,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,PINS,RS: 99,RS: 98,99,,21,99,34.1,11915226112,['S&P400_中型'],,65.9,34.1,68.21,,False,Communication Services,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3064.T,RS: 99,RS: 97,99,,21,99,1501.6,919122870272,['TOPIX_Mid400_中型'],,2490.83,1501.6,3003.21,103.226,False,Consumer Cyclical,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,6594.T,RS: 99,RS: 99,99,,21,99,3176.55,2831385362432,['NK225'],,6218.94,3176.55,6353.1,103.226,False,Industrials,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,21,99,1.98,8612628480,['S&P400_中型'],,4.71,1.98,3.95,,False,Consumer Cyclical,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,PTON,RS: 99,RS: 99,99,,21,99,56.01,2363324672,['S&P600_小型'],,151.72,56.01,112.03,,False,Consumer Cyclical,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3994.T,RS: 99,RS: 98,99,,21,99,2432.5,342330212352,['TOPIX_Mid400_中型'],,4915.0,2432.5,4865.0,103.226,False,Technology,2020-12-01,2021-01-01,✅ RS 換倉平倉,104.299,IS
🅱️ RS 核心,TTD,RS: 99,RS: 97,99,,21,99,44.51,0,['S&P500_大盤'],,80.1,44.51,89.01,,False,N/A,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,ACMR,RS: 99,RS: 99,99,,21,99,13.98,4626106880,['S&P600_小型'],,27.08,13.98,27.96,,False,Technology,2020-12-01,2021-01-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CELH,RS: 100,RS: 99,100,,20,100,3.4,7917466624,['S&P400_中型'],,11.58,3.4,6.8,,False,Consumer Defensive,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,20,99,9.47,666299200,['S&P600_小型'],,24.59,9.47,18.93,,False,Real Estate,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 99,RS: 99,99,,20,99,1942.02,0,['TOPIX_Small500_小型'],,3945.16,1942.02,3884.03,104.299,False,N/A,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,TSLA,RS: 99,RS: 99,99,,20,99,66.75,1480036057088,"['S&P500_大盤', 'NDX100_科技']",,194.92,66.75,133.5,,False,Consumer Cyclical,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,RUN,RS: 99,RS: 99,99,,20,99,27.09,2137401600,['S&P600_小型'],,62.49,27.09,54.18,,False,Technology,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6630.T,RS: 99,RS: 99,99,,20,99,693.08,43521757184,['TOPIX_Small500_小型'],,2115.52,693.08,1386.16,104.299,False,Consumer Defensive,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,PTON,RS: 99,RS: 99,99,,20,99,56.72,2363324672,['S&P600_小型'],,112.03,56.72,113.44,,False,Consumer Cyclical,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,20,99,668.0,91971051520,['TOPIX_Small500_小型'],,1949.94,668.0,1336.0,104.299,False,Basic Materials,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,ENPH,RS: 99,RS: 99,99,,20,99,51.92,4693777920,['S&P600_小型'],,128.85,51.92,103.83,,False,Technology,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 99,99,,20,99,749.83,538776174592,['TOPIX_Mid400_中型'],,1591.63,749.83,1499.67,104.299,False,Communication Services,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,ACMR,RS: 99,RS: 99,99,,20,99,12.52,4626106880,['S&P600_小型'],,27.96,12.52,25.04,,False,Technology,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9697.T,RS: 99,RS: 99,99,,20,99,659.66,1751040786432,['TOPIX_Mid400_中型'],,1328.66,659.66,1319.32,104.299,False,Communication Services,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,PINS,RS: 99,RS: 99,99,,20,99,29.19,11915226112,['S&P400_中型'],,68.21,29.19,58.38,,False,Communication Services,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 99,99,,20,99,3.87,3128032000,['S&P600_小型'],,11.6,3.87,7.73,,False,Financial Services,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3994.T,RS: 99,RS: 99,99,,20,99,2210.0,342330212352,['TOPIX_Mid400_中型'],,4865.0,2210.0,4420.0,104.299,False,Technology,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,SEDG,RS: 99,RS: 98,99,,20,99,133.86,2066729856,['S&P600_小型'],,274.07,133.86,267.72,,False,Technology,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 99,99,,20,99,849.0,0,['TOPIX_Small500_小型'],,2650.0,849.0,1698.0,104.299,False,N/A,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,PENN,RS: 99,RS: 98,99,,20,99,26.51,2272425472,['S&P600_小型'],,70.03,26.51,53.03,,False,Consumer Cyclical,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TRUP,RS: 99,RS: 98,99,,20,99,39.1,1239257600,['S&P600_小型'],,96.52,39.1,78.21,,False,Financial Services,2020-11-02,2020-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7780.T,RS: 99,RS: 96,99,,20,99,1705.34,141309100032,['TOPIX_Small500_小型'],,3006.96,1705.34,3410.68,104.299,False,Healthcare,2020-11-02,2020-12-01,✅ RS 換倉平倉,104.58,IS
🅱️ RS 核心,CLSK,RS: 100,RS: 99,100,,22,100,6.22,3128032000,['S&P600_小型'],,7.73,6.22,12.43,,False,Financial Services,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 100,RS: 99,100,,22,100,1970.23,0,['TOPIX_Small500_小型'],,3884.03,1970.23,3940.46,104.58,False,N/A,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,RUN,RS: 99,RS: 99,99,,22,99,39.99,2137401600,['S&P600_小型'],,54.18,39.99,79.97,,False,Technology,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TSLA,RS: 99,RS: 99,99,,22,99,74.69,1480036057088,"['S&P500_大盤', 'NDX100_科技']",,133.5,74.69,149.39,,False,Consumer Cyclical,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6630.T,RS: 99,RS: 99,99,,22,99,737.47,43521757184,['TOPIX_Small500_小型'],,1386.16,737.47,1474.94,104.58,False,Consumer Defensive,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,22,99,10.4,666299200,['S&P600_小型'],,18.93,10.4,20.81,,False,Real Estate,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3994.T,RS: 99,RS: 99,99,,22,99,1895.0,342330212352,['TOPIX_Mid400_中型'],,4420.0,1895.0,3790.0,104.58,False,Technology,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,PENN,RS: 99,RS: 99,99,,22,99,37.03,2272425472,['S&P600_小型'],,53.03,37.03,74.07,,False,Consumer Cyclical,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,22,99,608.44,91971051520,['TOPIX_Small500_小型'],,1336.0,608.44,1216.88,104.58,False,Basic Materials,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,PTON,RS: 99,RS: 99,99,,22,99,52.6,2363324672,['S&P600_小型'],,113.44,52.6,105.2,,False,Consumer Cyclical,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9697.T,RS: 99,RS: 99,99,,22,99,684.18,1751040786432,['TOPIX_Mid400_中型'],,1319.32,684.18,1368.36,104.58,False,Communication Services,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,CVNA,RS: 99,RS: 98,99,,22,99,23.81,82203672576,['S&P500_大盤'],,37.0,23.81,47.62,,False,Consumer Cyclical,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TGTX,RS: 99,RS: 98,99,,22,99,13.55,8825269248,['S&P600_小型'],,26.06,13.55,27.09,,False,Healthcare,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 98,99,,22,99,4095.65,3019657183232,['NK225'],,8505.26,4095.65,8191.3,104.58,False,Technology,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,ACMR,RS: 99,RS: 99,99,,22,99,12.56,4626106880,['S&P600_小型'],,25.04,12.56,25.13,,False,Technology,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 99,99,,22,99,653.63,538776174592,['TOPIX_Mid400_中型'],,1499.67,653.63,1307.26,104.58,False,Communication Services,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 98,99,,22,99,35.01,58500034560,['S&P500_大盤'],,67.11,35.01,70.03,,False,Healthcare,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TRUP,RS: 99,RS: 99,99,,22,99,40.58,1239257600,['S&P600_小型'],,78.21,40.58,81.16,,False,Financial Services,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,4825.T,RS: 99,RS: 98,99,,22,99,653.87,89138675712,['TOPIX_Small500_小型'],,1206.98,653.87,1307.74,104.58,False,Communication Services,2020-10-01,2020-11-02,✅ RS 換倉平倉,105.451,IS
🅱️ RS 核心,QDEL,RS: 99,RS: 99,99,,22,99,112.77,932282880,['S&P600_小型'],,248.41,112.77,225.54,,False,Healthcare,2020-10-01,2020-11-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,TSLA,RS: 100,RS: 99,100,,21,100,79.18,1480036057088,"['S&P500_大盤', 'NDX100_科技']",,149.39,79.18,158.35,,False,Consumer Cyclical,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 100,RS: 100,100,,21,100,1918.5,0,['TOPIX_Small500_小型'],,3940.46,1918.5,3837.01,105.451,False,N/A,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,21,99,10.36,666299200,['S&P600_小型'],,20.81,10.36,20.73,,False,Real Estate,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,ACMR,RS: 99,RS: 99,99,,21,99,15.08,4626106880,['S&P600_小型'],,25.13,15.08,30.16,,False,Technology,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,21,99,3.37,7917466624,['S&P400_中型'],,7.31,3.37,6.74,,False,Consumer Defensive,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6630.T,RS: 99,RS: 99,99,,21,99,669.23,43521757184,['TOPIX_Small500_小型'],,1474.94,669.23,1338.46,105.451,False,Consumer Defensive,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,DOCU,RS: 99,RS: 98,99,,21,99,134.4,13001417728,['S&P400_中型'],,222.26,134.4,268.8,,False,Technology,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,626.77,91971051520,['TOPIX_Small500_小型'],,1216.88,626.77,1253.53,105.451,False,Basic Materials,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 100,99,,21,99,5.18,3128032000,['S&P600_小型'],,12.43,5.18,10.37,,False,Financial Services,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,PTON,RS: 99,RS: 99,99,,21,99,41.83,2363324672,['S&P600_小型'],,105.2,41.83,83.67,,False,Consumer Cyclical,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 99,99,,21,99,636.65,538776174592,['TOPIX_Mid400_中型'],,1307.26,636.65,1273.3,105.451,False,Communication Services,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,21,99,3767.43,3019657183232,['NK225'],,8191.3,3767.43,7534.86,105.451,False,Technology,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,RUN,RS: 99,RS: 99,99,,21,99,29.14,2137401600,['S&P600_小型'],,79.97,29.14,58.27,,False,Technology,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CVNA,RS: 99,RS: 99,99,,21,99,22.72,82203672576,['S&P500_大盤'],,47.62,22.72,45.44,,False,Consumer Cyclical,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3994.T,RS: 99,RS: 99,99,,21,99,1947.5,342330212352,['TOPIX_Mid400_中型'],,3790.0,1947.5,3895.0,105.451,False,Technology,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,OVV,RS: 99,RS: 70,99,,21,99,4.83,18514221056,['S&P400_中型'],,6.46,4.83,9.66,,False,Energy,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9697.T,RS: 99,RS: 99,99,,21,99,613.87,1751040786432,['TOPIX_Mid400_中型'],,1368.36,613.87,1227.73,105.451,False,Communication Services,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,TGTX,RS: 99,RS: 99,99,,21,99,12.93,8825269248,['S&P600_小型'],,27.09,12.93,25.86,,False,Healthcare,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 99,99,,21,99,31.66,58500034560,['S&P500_大盤'],,70.03,31.66,63.32,,False,Healthcare,2020-09-01,2020-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3092.T,RS: 99,RS: 98,99,,21,99,439.46,992069877760,"['NK225', 'TOPIX_Mid400_中型']",,856.52,439.46,878.91,105.451,False,Consumer Cyclical,2020-09-01,2020-10-01,✅ RS 換倉平倉,106.004,IS
🅱️ RS 核心,ACMR,RS: 100,RS: 99,100,,20,100,17.92,4626106880,['S&P600_小型'],,30.16,17.92,35.85,,False,Technology,2020-08-03,2020-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 99,99,,20,99,38.99,58500034560,['S&P500_大盤'],,63.32,38.99,77.98,,False,Healthcare,2020-08-03,2020-09-01,✅ RS 換倉平倉,,IS
